Wall time,Step,Value
1540993653.4294405,5,1440.199951171875
1540994391.9498498,10,1999.0
1540995013.5820708,15,1615.4000244140625
1540995538.7584116,20,1365.199951171875
1540996313.1742132,25,1999.0
1540996724.5184572,30,1074.800048828125
1540997202.1002135,35,1238.5999755859375
1540997976.9359035,40,1999.0
1540998438.0352795,45,1193.800048828125
1540999208.8556294,50,1999.0
1540999685.7864773,55,1239.800048828125
1541000253.920351,60,1482.0
1541000869.8925326,65,1607.199951171875
1541001285.2146668,70,1076.5999755859375
1541002037.1850874,75,1953.199951171875
1541002648.2620215,80,1604.800048828125
1541003321.6405728,85,1754.4000244140625
1541003967.8171253,90,1667.5999755859375
1541004403.1282055,95,1126.0
1541004814.1938245,100,1056.0
1541005587.5293648,105,1999.0
1541005939.0355852,110,905.4000244140625
1541006207.968317,115,695.2000122070312
1541006731.800802,120,1337.199951171875
1541007062.6741805,125,861.7999877929688
1541007626.573255,130,1437.0
1541007987.4892108,135,930.4000244140625
1541008232.7961717,140,623.7999877929688
1541008641.4234362,145,1074.199951171875
1541009066.0474072,150,1081.199951171875
1541009676.055759,155,1575.800048828125
1541010175.7712424,160,1274.0
1541010562.3000546,165,975.2000122070312
1541011046.6863573,170,1243.199951171875
1541011406.2512202,175,897.2000122070312
1541011908.246514,180,1277.800048828125
1541012127.7650843,185,560.2000122070312
1541012592.4263604,190,1183.4000244140625
1541013087.1354241,195,1263.0
1541013209.71217,200,307.20001220703125
1541013806.9840736,205,1520.0
1541014202.653328,210,1003.0
1541014762.5479243,215,1403.4000244140625
1541015261.3849869,220,1265.199951171875
1541015854.0856776,225,1510.4000244140625
1541016159.8724134,230,753.5999755859375
1541016801.4902349,235,1637.4000244140625
1541017278.3623617,240,1210.800048828125
1541017467.1526115,245,472.79998779296875
1541017757.2947593,250,722.0
1541018154.3272989,255,989.5999755859375
1541018314.1293316,260,396.6000061035156
1541018531.5823305,265,537.4000244140625
1541018923.567206,270,982.0
1541019103.1837392,275,443.0
1541019159.030982,280,133.1999969482422
1541019830.7367947,285,1663.4000244140625
1541020353.0624967,290,1286.800048828125
1541020571.8243067,295,536.5999755859375
1541020913.4041898,300,847.4000244140625
1541021366.353527,305,1118.800048828125
1541021438.0172534,310,170.60000610351562
1541021935.150099,315,1226.5999755859375
1541022180.9677262,320,609.2000122070312
1541022508.6622837,325,797.0
1541022710.9819746,330,478.6000061035156
1541023184.5363965,335,1160.199951171875
1541023606.280605,340,1025.5999755859375
1541023975.6966515,345,886.0
1541024021.4364197,350,110.19999694824219
1541024246.8281558,355,534.0
1541024321.9379108,360,173.8000030517578
1541024460.2404487,365,307.79998779296875
1541024505.0985777,370,86.0
1541024584.1116567,375,172.1999969482422
1541024896.1962988,380,687.4000244140625
1541025008.3073509,385,242.0
1541025069.5141816,390,127.0
1541025134.4651508,395,140.8000030517578
1541025695.5984387,400,1310.5999755859375
1541025931.268023,405,557.5999755859375
1541026301.6309247,410,875.0
1541026679.7809682,415,871.7999877929688
1541027208.958651,420,1228.5999755859375
1541027288.220175,425,163.1999969482422
1541027343.0398366,430,107.80000305175781
1541027380.9425108,435,80.19999694824219
1541027598.064435,440,480.79998779296875
1541027725.2521064,445,277.79998779296875
1541027765.7638435,450,96.0
1541027797.2524776,455,62.20000076293945
1541027937.249851,460,269.20001220703125
1541028252.849508,465,663.4000244140625
1541028337.078519,470,160.0
1541028399.50875,475,140.39999389648438
1541028800.4659424,480,841.5999755859375
1541029017.2123408,485,463.6000061035156
1541029462.8717413,490,880.4000244140625
1541029505.814637,495,69.80000305175781
1541029556.2714646,500,86.4000015258789
1541029642.624514,505,182.1999969482422
1541029880.3447144,510,492.20001220703125
1541030091.384255,515,463.20001220703125
1541030117.352247,520,56.599998474121094
1541030338.7305999,525,507.0
1541030427.8087296,530,177.8000030517578
1541030805.815222,535,829.0
1541030968.3964956,540,322.20001220703125
1541031007.9224255,545,77.4000015258789
1541031069.4589708,550,126.5999984741211
1541031121.4035776,555,104.80000305175781
1541031359.2849095,560,497.0
1541031442.8969595,565,159.8000030517578
1541032051.3185296,570,1229.4000244140625
1541032138.111562,575,164.0
1541032380.996138,580,460.79998779296875
1541032429.692753,585,78.19999694824219
1541032480.677204,590,87.5999984741211
1541032721.6217933,595,462.3999938964844
1541032940.6675632,600,450.20001220703125
1541033369.7847352,605,857.2000122070312
1541033494.8508058,610,282.20001220703125
1541033782.8393364,615,492.3999938964844
1541034558.5103133,620,1620.0
1541035146.9448907,625,1244.199951171875
1541035363.1115189,630,483.20001220703125
1541035670.720333,635,652.0
1541035917.9978218,640,474.79998779296875
1541035966.7078607,645,80.5999984741211
1541036036.427972,650,128.1999969482422
1541036625.8188903,655,1244.5999755859375
1541036701.6302347,660,132.8000030517578
1541036787.2693064,665,133.0
1541036919.9153194,670,224.1999969482422
1541037210.4789927,675,540.2000122070312
1541037595.610127,680,868.5999755859375
1541037895.5749297,685,674.5999755859375
1541038036.9250965,690,269.6000061035156
1541038136.9696455,695,150.1999969482422
1541038573.7591789,700,878.7999877929688
1541038797.922411,705,468.6000061035156
1541039287.6659567,710,1037.800048828125
1541039556.5603774,715,531.2000122070312
1541039842.006296,720,545.0
1541039900.9597507,725,107.4000015258789
1541039953.4071612,730,94.19999694824219
1541040103.613236,735,267.0
1541040166.0216148,740,113.0
1541040222.7314055,745,93.4000015258789
1541040474.1985836,750,498.79998779296875
1541040729.916569,755,527.4000244140625
1541041016.7161598,760,658.0
1541041669.001495,765,1281.0
1541042275.298528,770,1224.0
1541042540.3729749,775,500.0
1541042910.2134774,780,703.0
1541043069.3238454,785,244.8000030517578
1541043119.9266984,790,79.19999694824219
1541043401.8835223,795,479.0
1541043452.1221669,800,85.4000015258789
1541043712.6567197,805,442.3999938964844
1541044026.2063074,810,494.20001220703125
1541044082.0879903,815,65.5999984741211
1541044332.3366477,820,442.6000061035156
1541044386.8729334,825,50.79999923706055
1541044450.1531093,830,102.80000305175781
1541044579.7655745,835,233.1999969482422
1541044878.9740324,840,448.6000061035156
1541045382.1561308,845,856.2000122070312
1541045656.61105,850,461.79998779296875
1541046123.9656644,855,846.4000244140625
1541046432.7420218,860,629.0
1541046861.845613,865,847.0
1541046922.5068026,870,89.4000015258789
1541046999.620421,875,128.1999969482422
1541047206.7145576,880,271.3999938964844
1541047470.2279909,885,442.6000061035156
1541047681.217713,890,322.3999938964844
1541047821.4245253,895,214.1999969482422
1541047870.9078135,900,71.4000015258789
1541047918.376725,905,58.400001525878906
1541048063.9495757,910,205.1999969482422
1541048180.3384812,915,182.39999389648438
1541048224.712795,920,62.0
1541048301.980575,925,78.80000305175781
1541048511.442756,930,294.79998779296875
1541048589.7555392,935,108.0
1541048637.7185113,940,54.79999923706055
1541048769.509843,945,234.1999969482422
1541049130.2976818,950,582.5999755859375
1541049382.612295,955,325.0
1541049492.8327262,960,142.8000030517578
1541049941.9550436,965,626.2000122070312
1541050278.8000753,970,449.3999938964844
1541050425.0790915,975,190.39999389648438
1541050754.7571828,980,486.0
1541050893.9249172,985,154.0
1541051585.747956,990,899.5999755859375
1541051632.6508303,995,48.400001525878906
1541051933.8727262,1000,448.3999938964844
1541052012.4617605,1005,87.4000015258789
1541052314.4583097,1010,436.3999938964844
1541052401.2448955,1015,113.4000015258789
1541052892.3952215,1020,793.4000244140625
1541053515.9415457,1025,845.5999755859375
1541053626.4713,1030,182.60000610351562
1541054127.4764798,1035,570.7999877929688
1541054199.467155,1040,77.19999694824219
1541054563.8076348,1045,458.6000061035156
1541054613.0301013,1050,59.0
1541054660.5214982,1055,60.599998474121094
1541054764.3686137,1060,110.80000305175781
1541054809.2731292,1065,54.599998474121094
1541055200.9753065,1070,468.0
1541055773.7691488,1075,887.2000122070312
1541055933.1913655,1080,303.20001220703125
1541056064.5314806,1085,151.39999389648438
1541056504.6295922,1090,742.4000244140625
1541056694.5794942,1095,288.0
1541057286.7902818,1100,818.7999877929688
1541057432.6548703,1105,178.8000030517578
1541058645.1361454,1110,1560.0
1541059026.0081577,1115,497.6000061035156
1541059492.4831686,1120,576.0
1541059697.7943213,1125,222.8000030517578
1541059762.292388,1130,82.19999694824219
1541059808.7562568,1135,53.0
1541059849.3159907,1140,41.20000076293945
1541060277.682384,1145,486.6000061035156
1541060320.6045253,1150,56.400001525878906
1541060441.2081463,1155,148.60000610351562
1541061515.5484736,1160,1367.4000244140625
1541061594.7092648,1165,73.5999984741211
1541061652.303241,1170,66.5999984741211
1541062245.8933651,1175,811.0
1541062470.2739503,1180,314.6000061035156
1541062575.1313655,1185,85.5999984741211
1541062643.3749464,1190,93.80000305175781
1541062690.0882766,1195,48.599998474121094
1541062810.5983634,1200,166.39999389648438
1541063240.2956707,1205,426.3999938964844
1541063307.7826514,1210,65.0
1541063493.2246435,1215,254.60000610351562
1541063964.024497,1220,650.0
1541064062.4372056,1225,91.0
1541064463.6914136,1230,451.0
1541064508.7127852,1235,39.0
1541064980.038138,1240,615.0
1541065162.7753913,1245,166.0
1541065219.0701468,1250,81.5999984741211
1541065915.650946,1255,843.0
